group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
heuristic_bench,heuristic basic,"graph: vc-exact_008.gr, vetices: 7537, edges: 72833",7537,elements,219993375.0,ns,1
heuristic_bench,heuristic basic,"graph: vc-exact_008.gr, vetices: 7537, edges: 72833",7537,elements,217783356.0,ns,1
heuristic_bench,heuristic basic,"graph: vc-exact_008.gr, vetices: 7537, edges: 72833",7537,elements,218182781.0,ns,1
heuristic_bench,heuristic basic,"graph: vc-exact_008.gr, vetices: 7537, edges: 72833",7537,elements,216435125.0,ns,1
heuristic_bench,heuristic basic,"graph: vc-exact_008.gr, vetices: 7537, edges: 72833",7537,elements,221229171.0,ns,1
heuristic_bench,heuristic basic,"graph: vc-exact_008.gr, vetices: 7537, edges: 72833",7537,elements,223800645.0,ns,1
heuristic_bench,heuristic basic,"graph: vc-exact_008.gr, vetices: 7537, edges: 72833",7537,elements,216708615.0,ns,1
heuristic_bench,heuristic basic,"graph: vc-exact_008.gr, vetices: 7537, edges: 72833",7537,elements,219277302.0,ns,1
heuristic_bench,heuristic basic,"graph: vc-exact_008.gr, vetices: 7537, edges: 72833",7537,elements,216571940.0,ns,1
heuristic_bench,heuristic basic,"graph: vc-exact_008.gr, vetices: 7537, edges: 72833",7537,elements,219338168.0,ns,1
