group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
heuristic_bench,heuristic_basic,"graph: vc-exact_084.gr, vetices: 13590, edges: 21240",34830,elements,24694596.0,ns,85
heuristic_bench,heuristic_basic,"graph: vc-exact_084.gr, vetices: 13590, edges: 21240",34830,elements,46185085.0,ns,170
heuristic_bench,heuristic_basic,"graph: vc-exact_084.gr, vetices: 13590, edges: 21240",34830,elements,68451443.0,ns,255
heuristic_bench,heuristic_basic,"graph: vc-exact_084.gr, vetices: 13590, edges: 21240",34830,elements,91186330.0,ns,340
heuristic_bench,heuristic_basic,"graph: vc-exact_084.gr, vetices: 13590, edges: 21240",34830,elements,113992692.0,ns,425
heuristic_bench,heuristic_basic,"graph: vc-exact_084.gr, vetices: 13590, edges: 21240",34830,elements,139386927.0,ns,510
heuristic_bench,heuristic_basic,"graph: vc-exact_084.gr, vetices: 13590, edges: 21240",34830,elements,160496580.0,ns,595
heuristic_bench,heuristic_basic,"graph: vc-exact_084.gr, vetices: 13590, edges: 21240",34830,elements,182916387.0,ns,680
heuristic_bench,heuristic_basic,"graph: vc-exact_084.gr, vetices: 13590, edges: 21240",34830,elements,209465943.0,ns,765
heuristic_bench,heuristic_basic,"graph: vc-exact_084.gr, vetices: 13590, edges: 21240",34830,elements,228496045.0,ns,850
heuristic_bench,heuristic_basic,"graph: vc-exact_084.gr, vetices: 13590, edges: 21240",34830,elements,255649029.0,ns,935
heuristic_bench,heuristic_basic,"graph: vc-exact_084.gr, vetices: 13590, edges: 21240",34830,elements,274531485.0,ns,1020
heuristic_bench,heuristic_basic,"graph: vc-exact_084.gr, vetices: 13590, edges: 21240",34830,elements,299411042.0,ns,1105
heuristic_bench,heuristic_basic,"graph: vc-exact_084.gr, vetices: 13590, edges: 21240",34830,elements,319908770.0,ns,1190
heuristic_bench,heuristic_basic,"graph: vc-exact_084.gr, vetices: 13590, edges: 21240",34830,elements,349142593.0,ns,1275
heuristic_bench,heuristic_basic,"graph: vc-exact_084.gr, vetices: 13590, edges: 21240",34830,elements,367908711.0,ns,1360
heuristic_bench,heuristic_basic,"graph: vc-exact_084.gr, vetices: 13590, edges: 21240",34830,elements,390158804.0,ns,1445
heuristic_bench,heuristic_basic,"graph: vc-exact_084.gr, vetices: 13590, edges: 21240",34830,elements,411888486.0,ns,1530
heuristic_bench,heuristic_basic,"graph: vc-exact_084.gr, vetices: 13590, edges: 21240",34830,elements,436533436.0,ns,1615
heuristic_bench,heuristic_basic,"graph: vc-exact_084.gr, vetices: 13590, edges: 21240",34830,elements,460691281.0,ns,1700
