group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
approx_bench,approx improved: ,"graph: vc-exact_001.gr, vetices: 6160, edges: 40207",6160,elements,16886593.0,ns,13
approx_bench,approx improved: ,"graph: vc-exact_001.gr, vetices: 6160, edges: 40207",6160,elements,32742683.0,ns,26
approx_bench,approx improved: ,"graph: vc-exact_001.gr, vetices: 6160, edges: 40207",6160,elements,49007762.0,ns,39
approx_bench,approx improved: ,"graph: vc-exact_001.gr, vetices: 6160, edges: 40207",6160,elements,65520578.0,ns,52
approx_bench,approx improved: ,"graph: vc-exact_001.gr, vetices: 6160, edges: 40207",6160,elements,81755368.0,ns,65
approx_bench,approx improved: ,"graph: vc-exact_001.gr, vetices: 6160, edges: 40207",6160,elements,98427645.0,ns,78
approx_bench,approx improved: ,"graph: vc-exact_001.gr, vetices: 6160, edges: 40207",6160,elements,114281310.0,ns,91
approx_bench,approx improved: ,"graph: vc-exact_001.gr, vetices: 6160, edges: 40207",6160,elements,130510314.0,ns,104
approx_bench,approx improved: ,"graph: vc-exact_001.gr, vetices: 6160, edges: 40207",6160,elements,146913847.0,ns,117
approx_bench,approx improved: ,"graph: vc-exact_001.gr, vetices: 6160, edges: 40207",6160,elements,163634398.0,ns,130
