group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
heuristic_approx_bench,heuristic_parallel,"graph: vc-exact_189.gr, vetices: 7400, edges: 13600",21000,elements,21948101.0,ns,21
heuristic_approx_bench,heuristic_parallel,"graph: vc-exact_189.gr, vetices: 7400, edges: 13600",21000,elements,44641224.0,ns,42
heuristic_approx_bench,heuristic_parallel,"graph: vc-exact_189.gr, vetices: 7400, edges: 13600",21000,elements,65991494.0,ns,63
heuristic_approx_bench,heuristic_parallel,"graph: vc-exact_189.gr, vetices: 7400, edges: 13600",21000,elements,88707300.0,ns,84
heuristic_approx_bench,heuristic_parallel,"graph: vc-exact_189.gr, vetices: 7400, edges: 13600",21000,elements,109377377.0,ns,105
heuristic_approx_bench,heuristic_parallel,"graph: vc-exact_189.gr, vetices: 7400, edges: 13600",21000,elements,130402922.0,ns,126
heuristic_approx_bench,heuristic_parallel,"graph: vc-exact_189.gr, vetices: 7400, edges: 13600",21000,elements,152068255.0,ns,147
heuristic_approx_bench,heuristic_parallel,"graph: vc-exact_189.gr, vetices: 7400, edges: 13600",21000,elements,190448351.0,ns,168
heuristic_approx_bench,heuristic_parallel,"graph: vc-exact_189.gr, vetices: 7400, edges: 13600",21000,elements,201238886.0,ns,189
heuristic_approx_bench,heuristic_parallel,"graph: vc-exact_189.gr, vetices: 7400, edges: 13600",21000,elements,223988812.0,ns,210
heuristic_approx_bench,heuristic_parallel,"graph: vc-exact_189.gr, vetices: 7400, edges: 13600",21000,elements,239133149.0,ns,231
heuristic_approx_bench,heuristic_parallel,"graph: vc-exact_189.gr, vetices: 7400, edges: 13600",21000,elements,261474940.0,ns,252
heuristic_approx_bench,heuristic_parallel,"graph: vc-exact_189.gr, vetices: 7400, edges: 13600",21000,elements,284754130.0,ns,273
heuristic_approx_bench,heuristic_parallel,"graph: vc-exact_189.gr, vetices: 7400, edges: 13600",21000,elements,304442567.0,ns,294
heuristic_approx_bench,heuristic_parallel,"graph: vc-exact_189.gr, vetices: 7400, edges: 13600",21000,elements,325641313.0,ns,315
heuristic_approx_bench,heuristic_parallel,"graph: vc-exact_189.gr, vetices: 7400, edges: 13600",21000,elements,351360377.0,ns,336
heuristic_approx_bench,heuristic_parallel,"graph: vc-exact_189.gr, vetices: 7400, edges: 13600",21000,elements,371577292.0,ns,357
heuristic_approx_bench,heuristic_parallel,"graph: vc-exact_189.gr, vetices: 7400, edges: 13600",21000,elements,393597019.0,ns,378
heuristic_approx_bench,heuristic_parallel,"graph: vc-exact_189.gr, vetices: 7400, edges: 13600",21000,elements,415105287.0,ns,399
heuristic_approx_bench,heuristic_parallel,"graph: vc-exact_189.gr, vetices: 7400, edges: 13600",21000,elements,432144105.0,ns,420
