group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
heuristic_bench,heuristic improved,"graph: vc-exact_012.gr, vetices: 53444, edges: 42526",53444,elements,1012835340.0,ns,1
heuristic_bench,heuristic improved,"graph: vc-exact_012.gr, vetices: 53444, edges: 42526",53444,elements,803424070.0,ns,1
heuristic_bench,heuristic improved,"graph: vc-exact_012.gr, vetices: 53444, edges: 42526",53444,elements,1012069716.0,ns,1
heuristic_bench,heuristic improved,"graph: vc-exact_012.gr, vetices: 53444, edges: 42526",53444,elements,818621542.0,ns,1
heuristic_bench,heuristic improved,"graph: vc-exact_012.gr, vetices: 53444, edges: 42526",53444,elements,793250161.0,ns,1
heuristic_bench,heuristic improved,"graph: vc-exact_012.gr, vetices: 53444, edges: 42526",53444,elements,805362177.0,ns,1
heuristic_bench,heuristic improved,"graph: vc-exact_012.gr, vetices: 53444, edges: 42526",53444,elements,799068439.0,ns,1
heuristic_bench,heuristic improved,"graph: vc-exact_012.gr, vetices: 53444, edges: 42526",53444,elements,808483044.0,ns,1
heuristic_bench,heuristic improved,"graph: vc-exact_012.gr, vetices: 53444, edges: 42526",53444,elements,792676405.0,ns,1
heuristic_bench,heuristic improved,"graph: vc-exact_012.gr, vetices: 53444, edges: 42526",53444,elements,792584218.0,ns,1
