group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
heuristic_bench,Multi threaded,vc-exact_127.gr,18096,elements,538062.0,ns,1
heuristic_bench,Multi threaded,vc-exact_127.gr,18096,elements,345275.0,ns,1
heuristic_bench,Multi threaded,vc-exact_127.gr,18096,elements,323159.0,ns,1
heuristic_bench,Multi threaded,vc-exact_127.gr,18096,elements,347421.0,ns,1
heuristic_bench,Multi threaded,vc-exact_127.gr,18096,elements,315029.0,ns,1
heuristic_bench,Multi threaded,vc-exact_127.gr,18096,elements,300849.0,ns,1
heuristic_bench,Multi threaded,vc-exact_127.gr,18096,elements,308268.0,ns,1
heuristic_bench,Multi threaded,vc-exact_127.gr,18096,elements,309515.0,ns,1
heuristic_bench,Multi threaded,vc-exact_127.gr,18096,elements,337536.0,ns,1
heuristic_bench,Multi threaded,vc-exact_127.gr,18096,elements,323114.0,ns,1
