group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
heuristic_bench,Single threaded,vc-exact_060.gr,200,elements,19451.0,ns,7
heuristic_bench,Single threaded,vc-exact_060.gr,200,elements,38178.0,ns,14
heuristic_bench,Single threaded,vc-exact_060.gr,200,elements,57767.0,ns,21
heuristic_bench,Single threaded,vc-exact_060.gr,200,elements,76669.0,ns,28
heuristic_bench,Single threaded,vc-exact_060.gr,200,elements,95442.0,ns,35
heuristic_bench,Single threaded,vc-exact_060.gr,200,elements,114104.0,ns,42
heuristic_bench,Single threaded,vc-exact_060.gr,200,elements,143903.0,ns,49
heuristic_bench,Single threaded,vc-exact_060.gr,200,elements,153244.0,ns,56
heuristic_bench,Single threaded,vc-exact_060.gr,200,elements,171737.0,ns,63
heuristic_bench,Single threaded,vc-exact_060.gr,200,elements,191101.0,ns,70
