group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
heuristic_bench,heuristic_parallel,"graph: vc-exact_026.gr, vetices: 6140, edges: 36767",42907,elements,41569135.0,ns,1
heuristic_bench,heuristic_parallel,"graph: vc-exact_026.gr, vetices: 6140, edges: 36767",42907,elements,84088467.0,ns,2
heuristic_bench,heuristic_parallel,"graph: vc-exact_026.gr, vetices: 6140, edges: 36767",42907,elements,127818085.0,ns,3
heuristic_bench,heuristic_parallel,"graph: vc-exact_026.gr, vetices: 6140, edges: 36767",42907,elements,166305823.0,ns,4
heuristic_bench,heuristic_parallel,"graph: vc-exact_026.gr, vetices: 6140, edges: 36767",42907,elements,214819128.0,ns,5
heuristic_bench,heuristic_parallel,"graph: vc-exact_026.gr, vetices: 6140, edges: 36767",42907,elements,248453393.0,ns,6
heuristic_bench,heuristic_parallel,"graph: vc-exact_026.gr, vetices: 6140, edges: 36767",42907,elements,296772707.0,ns,7
heuristic_bench,heuristic_parallel,"graph: vc-exact_026.gr, vetices: 6140, edges: 36767",42907,elements,363317228.0,ns,8
heuristic_bench,heuristic_parallel,"graph: vc-exact_026.gr, vetices: 6140, edges: 36767",42907,elements,367541669.0,ns,9
heuristic_bench,heuristic_parallel,"graph: vc-exact_026.gr, vetices: 6140, edges: 36767",42907,elements,430059141.0,ns,10
heuristic_bench,heuristic_parallel,"graph: vc-exact_026.gr, vetices: 6140, edges: 36767",42907,elements,476280252.0,ns,11
heuristic_bench,heuristic_parallel,"graph: vc-exact_026.gr, vetices: 6140, edges: 36767",42907,elements,452322833.0,ns,12
heuristic_bench,heuristic_parallel,"graph: vc-exact_026.gr, vetices: 6140, edges: 36767",42907,elements,469784007.0,ns,13
heuristic_bench,heuristic_parallel,"graph: vc-exact_026.gr, vetices: 6140, edges: 36767",42907,elements,506817119.0,ns,14
heuristic_bench,heuristic_parallel,"graph: vc-exact_026.gr, vetices: 6140, edges: 36767",42907,elements,545058498.0,ns,15
heuristic_bench,heuristic_parallel,"graph: vc-exact_026.gr, vetices: 6140, edges: 36767",42907,elements,573556334.0,ns,16
heuristic_bench,heuristic_parallel,"graph: vc-exact_026.gr, vetices: 6140, edges: 36767",42907,elements,615282997.0,ns,17
heuristic_bench,heuristic_parallel,"graph: vc-exact_026.gr, vetices: 6140, edges: 36767",42907,elements,615131878.0,ns,18
heuristic_bench,heuristic_parallel,"graph: vc-exact_026.gr, vetices: 6140, edges: 36767",42907,elements,649330999.0,ns,19
heuristic_bench,heuristic_parallel,"graph: vc-exact_026.gr, vetices: 6140, edges: 36767",42907,elements,683985952.0,ns,20
